row,sample
7288,development
7289,development
7290,holdout
7291,holdout
7292,holdout
7293,development
7294,holdout
7295,holdout
7296,development
7297,holdout
7298,development
7299,development
7300,development
7301,holdout
7302,development
7303,development
7304,holdout
7305,holdout
7306,development
7307,holdout
7308,development
7309,development
7310,development
7311,holdout
7312,development
7313,development
7314,development
7315,holdout
7316,holdout
7317,development
7318,development
7319,development
7320,holdout
7321,development
7322,development
7323,development
7324,holdout
7325,development
7326,development
7327,holdout
7328,holdout
7329,holdout
7330,holdout
7331,development
7332,development
7333,holdout
7334,holdout
7335,development
7336,development
7337,development
7338,development
7339,holdout
7340,development
7341,development
7342,development
7343,holdout
7344,development
7345,development
7346,development
7347,development
7348,development
7349,holdout
7350,development
7351,development
7352,development
7353,holdout
7354,development
7355,development
7356,development
7357,holdout
7358,development
7359,development
7360,development
7361,development
7362,development
7363,development
7364,development
7365,holdout
7366,holdout
7367,development
7368,development
7369,development
7370,holdout
7371,holdout
7372,holdout
7373,development
7374,holdout
7375,development
7376,development
7377,development
7378,development
7379,development
7380,development
7381,holdout
7382,development
7383,development
7384,development
7385,development
7386,development
7387,development
7388,development
7389,development
7390,holdout
7391,holdout
7392,development
7393,development
7394,development
7395,holdout
7396,holdout
7397,development
7398,development
7399,holdout
7400,holdout
7401,development
7402,development
7403,development
7404,development
7405,holdout
7406,development
7407,development
7408,holdout
7409,development
7410,holdout
7411,development
7412,development
7413,holdout
7414,development
7415,holdout
7416,development
7417,development
7418,holdout
7419,development
7420,development
7421,development
7422,development
7423,development
7424,development
7425,development
7426,development
7427,development
7428,development
7429,development
7430,development
7431,holdout
7432,development
7433,development
7434,holdout
7435,development
7436,holdout
7437,holdout
7438,holdout
7439,development
7440,holdout
7441,holdout
7442,holdout
7443,development
7444,development
7445,development
7446,holdout
7447,development
7448,holdout
7449,development
7450,development
7451,development
7452,development
7453,development
7454,development
7455,development
7456,development
7457,holdout
7458,holdout
7459,holdout
7460,development
7461,development
7462,holdout
7463,development
7464,development
7465,holdout
7466,holdout
7467,development
7468,development
7469,development
7470,holdout
7471,development
7472,development
7473,development
7474,holdout
7475,development
7476,development
7477,development
7478,development
7479,holdout
7480,development
7481,development
7482,development
7483,holdout
7484,development
7485,development
7486,development
7487,holdout
7488,development
7489,development
7490,development
7491,development
7492,development
7493,development
7494,development
7495,holdout
7496,development
7497,development
7498,holdout
7499,development
7500,development
7501,holdout
7502,development
7503,development
7504,development
7505,development
7506,development
7507,holdout
7508,development
7509,development
7510,development
7511,development
7512,development
7513,holdout
7514,holdout
7515,development
7516,development
7517,development
7518,holdout
7519,development
7520,development
7521,development
7522,development
7523,development
7524,development
7525,development
7526,development
7527,holdout
7528,development
7529,development
7530,development
7531,holdout
7532,development
7533,development
7534,development
7535,development
7536,development
7537,holdout
7538,development
7539,development
7540,development
7541,development
7542,holdout
7543,development
7544,development
7545,development
7546,development
7547,development
7548,development
7549,holdout
7550,development
7551,development
7552,development
7553,development
7554,development
7555,development
7556,development
7557,holdout
7558,holdout
7559,development
7560,holdout
7561,holdout
7562,holdout
7563,development
7564,holdout
7565,development
7566,development
7567,development
7568,holdout
7569,development
7570,holdout
7571,holdout
7572,development
7573,holdout
7574,holdout
7575,holdout
7576,development
7577,development
7578,development
7579,holdout
7580,development
7581,development
7582,development
7583,development
7584,holdout
7585,development
7586,development
7587,holdout
7588,holdout
7589,development
7590,development
7591,development
7592,holdout
7593,development
7594,holdout
7595,holdout
7596,holdout
7597,development
7598,development
7599,development
7600,development
7601,development
7602,holdout
7603,development
7604,development
7605,holdout
7606,development
7607,development
7608,holdout
7609,development
7610,development
7611,holdout
7612,development
7613,holdout
7614,holdout
7615,development
7616,development
7617,development
7618,development
7619,holdout
7620,development
7621,development
7622,development
7623,development
7624,development
7625,development
7626,development
7627,holdout
7628,holdout
7629,development
7630,development
